#MenusAndUI

sytx901	&New Game
SHGVL12b	Αυτό έχω μόνο να πω. Χο χο! Χα χα χα χα!
SNAMA01a	Lola; Τι κάνεις εδώ πέρα;
SNAMA01b	Σ'αυτό το πλήθος δεν μπορείς να πουλήσεις αναμνηστικές φωτογραφίες.
SNAMA01C	Εκτός, ίσως από του Lenin
SNALO02a	Σςςς!  Manny, είμαι σε ενέδρα!
SNALO02b	Θα αποδείξω στον Maximino μια για πάντα ότι η Olivia δεν είναι γι'αυτόν.
SNAMA03a	Ακόμη κολλημένη με τον Max, ε;
SNAMA03b	Πάρε τη συμβουλή μου, καλή μου.
SNAMA03c	Ξέχασε τον.
SNAMA03d	Είναι ένας τζογαδόρος εκβιαστής--
SNAvi07a	Έλα τώρα, γλύκα. 
SNAvi07b	Δώσε μου ένα φιλάκι για το δρόμο.
SNAOL08A	Ωχ.  Μη με απογοητεύεις, Nick.
SNAOL08b	Είσαι δικηγόρος.
SNAOL08c	Υποτίθεται ότι δεν έχεις αισθήματα.
PSOTS01a	[Έι!  Στάσου!]
PSOTS01b	Στάσου!
PSOTS02A	Τι είσαι;
PSOTS02B	ΝΕΚΡΟΣ!  Αχ!
HDFMA03e	Δεν έχω καν πνευμόνια που να πάρει.
HDFMA03d	Ούτε και εγώ.
HDFMA03c	Δε χρειάζεσαι αέρα, θυμάσαι;
HDFMA03b	Είσαι δαιμόνιο!
HDFMA03A	Έι!  Σύνελθε ναύτη!
PSOTS04a	Τι είδους ναύτης είσαι--ΟΥΦ!
PSOTS04b	Δεν αντέχεις το ποτό, ε; 
PSOTS05a	Velasco;  Toto!
PSOTS05b	Έχω το παλικάρι σου τον Naranja εδώ πέρα.
PSOTS06a	Είναι M.I.A;
PSOTS06b	Λοιπόν, θα ξεμεθύσει, θα τον στείλω στο Limbo.
PSOTS06c	Ναι, ναι-θα είναι εκεί το πρωί.
PSOTS06d	Το υπόσχομαι!
snaol15a	Manny! Επιτέλους μόνοι.
HTSGL05a	Μην ανησυχείς, Manny.
HTSGL05b	Είμαστε ασφαλείς εδώ.
snaol15b	Πες μου, πώς τα πάει η μπουρζουαζία;
psots03a	Ξύπνα!
psots03b	Ξύπνα! Δε δουλεύω σε μεθυσμένους!
psots03c	[Ηλίθιε!]
IDCMB02c	Ένας ναύτης με το όνομα
IDCMB02b	Απ'ότι φαίνεται έχω ένα απ' τα παιδιά σου εδώ στο νεκροτομείο.
IDCMB02a	Velasco.
idcmb05a	Όλη τη μέρα, Manny, ξεδιαλέγω καθαρή λύπη.
idcmb05b	Βρίσκω στοιχεία, και συνδυάζω ιστορίες.
idcmb05c	Μα καμία από τις ιστορίες μου δεν τελειώνει καλά -- όλες τελειώνουν εδώ.
idcmb05d	Και το ηθικό δίδαγμα κάθε ιστορίας είναι το ίδιο:
idcmb05e	Μπορεί να έχουμε χρόνια, μπορεί να έχουμε ώρες,
idcmb05f	αλλά αργά ή γρήγορα, βγάζουμε λουλούδια.
BRUBO02a	ΕΣΥ!  Εσύ είσαι ο τύπος που με πακετάρισε εκεί μέσα!
BRUBO02b	Μπορούσες τουλάχιστον να μου δώσεις ένα περιοδικό!
BRUBO02c	Τέσσερα χρόνια χωρίς τίποτα να διαβάσω παρά αυτό το αναθεματισμένο κύπελλο!
BRUBO03a	Τι κάνεις εδώ πέρα;
BRUBO03b	Και αφού ερχόσουν εδώ, γιατί δεν προσφέρθηκες να με πάρεις μαζί σου;  Α, να πάρει!
BRUMA01a	Bruno;
BRUMA01b	Bruno Martinez;
IDCVL03a	Τι; 
IDCVL03b	Πώς; 
IDCVL03c	 Ανθισμένο; 
IDCVL03d	Μα - α αυτή η πόλη πάει κατά διαόλου!
IDCVL03e	Ένας ναύτης δεν μπορεί να πάρει μια άδεια δύο ημερών χωρίς να φυλάει τα νώτα του 
IDCVL03f	Ναι, ναι.  Θα έρθω το πρωί.
nretm02a	Οι εργάτες θα ελέγχουν τα μέσα παραγωγής...
nretm02b	Οι εργάτες.... θα ελέγχουν τα μέσα παραγωγής! Ναι! Αυτό είναι! 
nretm02c	Αυτό προσπαθούσα να πω!
ODJHE03c	Έχω κάτι που μπορεί να σε ενδιαφέρει.
p39ma04a	Θα σου πω όταν το σκεφτώ. 
p39ma04b	Να είσαι κάπου εδώ γύρω καλύτερα.
ODJMA02a	Μακάρι να το έβλεπες.
ODJMA02b	Ήταν ένα παλιό κόλπο.
POSGL03a	Αυτό ήταν το εύκολο μέρος.
POSGL03b	Το δύσκολο θα είναι να φύγουμε σπάζοντας αυτό το μεγάλο κοραλλένιο ύφαλο εκεί έξω!
sito026a	Για να δούμε... ε, νούμερο τριάντα... α, τριάντα-έξι, νάτο.
POSMA02a	Δεν μπορώ να το πιστέψω ότι το έκανες να επιπλέει.
POSMA02b	Απίστευτο! Χα χα χα!
POSMA04a	Να σπάσουμε τον μεγάλο κοραλλένιο ύφαλο, ε;
POSMA04b	Χμμμ
sima106a	Ωωω, αυτό μου θύμισε κάτι. 
sima106b	Ξέχασα το ραντεβού μου με την Inez!
sima074a	Δεν μπορεί να υπάρχουν πολλά εδώ μέσα.
sima108a	Ναι, εγώ ο Manny είμαι! 
sima108b	Περνούσα από την πόλη και--
sima074b	Καλύτερα να το φυλάξω.
sima110a	Ναι, εγώ είμαι μωρό μου.
sima110b	Πως το κατάλαβες;
sima111a	Εϊ, μη το λες αυτό καρδιά μου.
sima111b	Το ξέρεις ότι ήθελα να περάσω και --
sima128a	Σκέφτομαι να πάω για ντόνατς.
sima128b	Θέλεις;
sito028a	Ω, ω, ναι. Η Lola ήταν εδώ.  Γλυκό κορίτσι.
sito028b	Σαν κόρη για μένα.
sito028c	Πες της ο μπαμπάς Toto στέλνει χαιρετίσματα.
sito061a	Έι! Κλείσε την πόρτα!
sito061b	Επιβραδύνεται η συσκευή, πολύ επίπονο!
sito061c	Very painful, eh Naranja? Πολύ επίπονο, ε Naranja; Σαν βασανιστήριο, Χεχεχε...χεχε.
sito062a	Κλείσε την αναθεματισμένη πόρτα! Δεν έχει τίποτα να φας!
sito062b	Αν θέλεις να τσιμπήσεις κάτι, τράβα στη μάνα σου!! 
sito130a	Αργκ. Όχι τώρα, Manny.
sito130b	Έχω μια δουλειά με τον Naranja από εδώ.
sito063a	Έξω από το ψυγείο μου!
sito063b	[Μη με αναγκάσεις να έρθω εκεί και να σε πλακώσω στο ξύλο!]
sito132a	[Τι μπελάς.]
sito132b	[Μακάρι να το βούλωνε.]
sito066a	[Τι στο διάολο;]
sito066b	Κοίτα! Το έσπασες.
sito146a	Τι είναι αυτό; Μου γίνεται έλεγχος;
sito146b	Είσαι του υπουργείου υγείας ή κάτι τέτοιο;
sito146c	Φύγε από δω. Πλήρωσα αυτό το μήνα.
sito153a	Έχω να φάω Lengua (γλώσσα) από τότε που έκλεισες τον αυτόματο πωλητή!
sito153b	(αναστεναγμός) Εσύ και το φαντεζί φαγητό σου, (γκρινιάζοντας) με το μαϊντανό και τους κύκνους...
CPDGL12a	Ω, Η ΚΑΡΔΙΑ!  Η ΚΑΡΔΙΑ ΕΙΝΑΙ ΚΑΛΟ ΠΡΑΓΜΑ!
CPDGL12b	ΝΑ ΕΙΜΑΙ ΚΑΛΟΣ ΜΕ ΤΗΝ ΚΑΡΔΙΑ!
CPDGL12c	ΝΑ ΜΗΝ ΞΕΡΙΖΩΝΩ ΤΗΝ ΚΑΡΔΙΑ!
CPDGL12d	Η ΚΑΡΔΙΑ ΕΙΝΑΙ ΚΑΛΗ!
CPDGL12E	ΚΑΛΗ ΚΑΡΔΙΑ ΜΕ ΓΕΡΟΥΣ ΧΤΥΠΟΥΣ.
CPDGL12F	Έϊ, το αυτοκίνητο μου είναι αυτό;
P39MA10b	Δεν έχω καιρό να σε τιμωρήσω για την Lola, αλλά είμαι σίγουρος ότι κάποιος θα το κάνει.
p39vi09c	Μην στεναχωριέσαι γι'αυτό Manny.
p39vi09d	Απ'ότι ακούω, το να σώζεις γυναίκες δεν είναι το δυνατό σου σημείο.
PLGVL03a	Να προσέχεις που πατάς σε αυτά τα μέρη, ξένε.
PLGVL03b	Η Rubacava δεν είναι πια το ειδυλλιακό λιμανάκι που ήταν κάποτε.
PLGVL04a	Βρε βρε βρε. Σα να βλέπω ένα νέο καρυδότσουφλο στην πόλη.
PLGVL04b	Σχώρα με αλλά πάω να του ρίξω μια ματιά!
RM3CO15a	Μπες εκεί μέσα και μην κουνηθείς μέχρι τα παιδιά από τα κεντρικά να μας πούνε τι θέλουν να κάνουμε με σένα.
RM3CO15b	Κάποιος θα πληρώσει για ό,τι έγινε, Calavera, και αυτός δε θα είμαι εγώ!
sito148a	Πολύ μεγάλο -- Βγάλε όλο το χέρι.
sito148b	Κάν'το αυτό μόνο αν το σχέδιο δε βγήκε καλό.
RM_MA01	Buenos Dias.
IN_MA10	Everybody here is just as dead as you.
IN_MA11	That's why we call it the "Land of the Dead."
REUME02x	Manny!  What are you doing here?
REUMA03x	I wanted to see how your trip was going, Angel.  I AM your travel agent, you know.
LL_MA14	I coulda walked faster than this!  Rrr, hiνole, I'm gonna miss the poisoning!
BP_BO02	Cut the yap.  I want something cheap where I can get some rest, and that's it.
BP_CO20	If you haven't bagged a premium before the next sales report comes in, you're out!
RM_ME06	Guess they couldn't save me, eh?
RM_MA07	No, but there's still a chance you could save me.
LQ_SV11	I was once a reaper like yourself, Manuel.  But I uncovered a web of corruption in our beloved Department of Death.
LSASV09x	I have reason to believe that the Bureau of Acquisitions is cheating the very souls it was chartered to serve.  I think someone is robbing these poor, naοve souls of their rightful destinies, leaving them no option but to march on a treacherous trail of tears, unprotected and alone.  Like babies, Manuel. Like babies.
LSAMA10x	What's your evidence?
LSASV11x	That's where you come in, Manuel.  Or, should I call you "Agent Calavera?"
LSAMA12x	"Manny" suits me fine.  I'm not looking to join any military organization, Sal.  I just want my job back so I can work off my time and get out of this dump.
LSASV13x	Well, you won't even be able to get out of this city with out my help.  Which means, of course, you won't be able to find that woman, and you'll never get your job back.  When you're ready to join the cause, Manuel, come talk to me.  We might be of some use to each other.
CD_CO08	Hector!  No!
IDCMB02	It looks like I've got one of your boys down here in the morgue.
LLDLO09x	Tell me, Manny.  Would I have had a chance?
REUDO1x	Hahahahaha!
REUDO2x	I've got to get back to the city where the action is.
PL_VL03	You gotta watch your step around here, stranger. Rubacava ain't the quaint little port town she used to be.
ST_SV05	Manuel?  Are you
ST_SV06	in love with her?
ST_MA07	Love?  Love is for the living, Sal.  I'm only after her for one reason
ST_MA08	She's my ticket out of here.
BRUBO03	Ah, phooey!
BRUBO04x	I'm getting out of here.  This world's for suckers.
cfbo001a	Αυτό είναι άνω ποταμών!
cfbo002a	Ποντάρισα στο νούμερο δύο, γιατί δε βγήκε το νούμερο δύο;
cfbo059a	Λοιπόν, σε παρακαλώ πες στον "Κύριο πάνω" ότι ο αρχηγός της αστυνομίας ο Bogen ήταν πολύ συγχυσμένος όταν έφυγε...
cfbo007a	...και όταν επιστρέψει αργότερα απόψε το βράδυ, θα προτιμούσε να έχει καλύτερη τύχη!
cfcr003a	Ah Monsieur, je suis vraiment disoli, Ντεν ντιαλέγκω εγκώ τουζ νικιτέζ.
cfcr004a	Όλα αυτά τα πράγματα ελέγχονται από τον Κύριο πάνω.
cfcr008a	Oui, Monsieur. Bon soir.
cfcr009a	Θα του το πω σίγουρα.
cncr037a	Μηδέν.
cncr038a	Ένα.
cncr039a	Δύο.
cncr040a	Τρία.
cncr041a	Τέσσερα.
cncr042a	Πέντε.
cncr043a	Έξι.
cncr044a	Επτά.
cncr045a	Οκτώ.
cncr046a	Εννέα.
cncr047a	Δέκα.
cncr048a	Έντεκα.
cncr049a	Δώδεκα.
cncr050a	Δεκατρία.
cncr051a	Δεκατέσσερα.
cncr052a	Δεκαπέντε.
cncr053a	Δεκαέξι.
cncr054a	Δεκαεπτά.
cncr055a	Δεκαοκτώ.
cncr056a	Δεκαεννέα.
cncr057a	Είκοσι.
cncr058a	Είκοσι-ένα.
cncr059a	Είκοσι-δύο.
cncr060a	Είκοσι-τρία.
cncr061a	Είκοσι-τέσσερα.
cncr062a	Είκοσι-πέντε.
cncr063a	Είκοσι-έξι.
cncr064a	Είκοσι-επτά.
cncr065a	Είκοσι-οκτώ.
cncr066a	Είκοσι-εννέα.
cncr067a	Τριάντα.
cncr068a	Τριάντα-ένα.
cncr069a	Τριάντα-δύο.
cncr070a	Τριάντα-τρία.
cncr071a	Τριάντα-τέσσερα.
cncr072a	Τριάντα-πέντε.
cncr073a	Τριάντα-έξι.
cncr074a	Le zιro...
cncr075a	Le un...
cncr076a	Le deux...
cncr077a	Le trois...
cncr078a	Le quatre...
cncr079a	Le cinq...
cncr080a	Le six...
cncr081a	Le sept...
cncr082a	Le huit...
cncr083a	Le neuf...
cncr084a	Le dix...
cncr085a	Le onze...
cncr086a	Le douze...
cncr087a	Le treize...
cncr088a	Le quatorze...
cncr089a	Le quinze...
cncr090a	Le seize...
cncr091a	Le dix-sept...
cncr092a	Le dix-huit...
cncr093a	Le dix-neuf...
cncr094a	Le vingt...
cncr095a	Le vingt et un...
cncr096a	Le vingt-deux...
cncr097a	Le vingt-trois...
cncr098a	Le vingt-quatre...
cncr099a	Le vingt-cinq...
cncr100a	Le vingt-six...
cncr101a	Le vingt-sept...
cncr102a	Le vingt-huit...
cncr103a	Le vingt-neuf...
cncr104a	Le trente...
cncr105a	Le trente et un...
cncr106a	Le trente-deux...
cncr107a	Le trente-trois...
cncr108a	Le trente-quatre...
cncr109a	Le trente-cinq...
cncr110a	Le trente-six...
cncr111a	Rouge,
cncr112a	Noir,
cncr113a	Κόκκινο.
cncr114a	Μαύρο.
cncr115a	...pair et passe.
cncr116a	...pair et manque.
cncr117a	...impair et pass.
cncr118a	...impair et manque.
cncr119a	Mesdames et Messieurs, faites vos jeux s'il vous plait.
cncr120a	Κυρίες και Κύριοι, παρακαλώ ποντάρετε.
cncr121a	Mesdames et Messieurs, rien ne va plus.
cncr122a	Les jeux sont faits.
cncr123a	Κυρίες και Κύριοι, το ποντάρισμα έκλεισε.
cncr124a	Όχι άλλα στοιχήματα, παρακαλώ.
cncr125a	Le deux. Noir, pair et manque.
cncr126a	Ο αριθμός δύο, το δύο κερδίζει.
cncr127a	Οι μάρκες σας, Monsieur...
cnbo128a	Ωω, ευχαριστώ πολύ!
cnbo129a	Ευχαριστώ πάρα πολύ!
cnbo130a	Τι ωραία!
